,time_stamp,song_id,run_id,genre,artist,dna,dna_artist,url,meta,danceability_genre,energy_genre,key_genre,loudness_genre,speechiness_genre,acousticness_genre,instrumentalness_genre,liveness_genre,valence_genre,danceability_artist,energy_artist,key_artist,loudness_artist,speechiness_artist,acousticness_artist,instrumentalness_artist,liveness_artist,valence_artist,danceability_dna_artist,energy_dna_artist,key_dna_artist,loudness_dna_artist,speechiness_dna_artist,acousticness_dna_artist,instrumentalness_dna_artist,liveness_dna_artist,valence_dna_artist
0,2021-05-26 03:30:39.296006,JeD86nnJJDiRWFMe_RzX3Ho,JeD86nnJJDiRWFMe,pop,otis redding,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_otisredding_pop_prompt6_dur25/level_0/item_0.wav,batch1,0.6503695318495776,0.6370024558710673,5.283960092095165,-6.618727551803528,0.08740974673829628,0.2601897996930161,0.057724691458173466,0.16372402148887194,0.5092903300076743,0.6091,0.36729999999999996,6.4,-11.531099999999999,0.04429,0.4957,0.000317664,0.12657000000000002,0.5885,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
1,2021-05-26 03:30:39.329358,JeD86nnJJDiRWFMe_RgvVpH,JeD86nnJJDiRWFMe,pop,otis redding,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_otisredding_pop_prompt6_dur25/level_0/item_1.wav,batch1,0.6503695318495776,0.6370024558710673,5.283960092095165,-6.618727551803528,0.08740974673829628,0.2601897996930161,0.057724691458173466,0.16372402148887194,0.5092903300076743,0.6091,0.36729999999999996,6.4,-11.531099999999999,0.04429,0.4957,0.000317664,0.12657000000000002,0.5885,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
2,2021-05-26 03:30:39.362888,JeD86nnJJDiRWFMe_z2QHqR,JeD86nnJJDiRWFMe,pop,otis redding,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_otisredding_pop_prompt6_dur25/level_0/item_2.wav,batch1,0.6503695318495776,0.6370024558710673,5.283960092095165,-6.618727551803528,0.08740974673829628,0.2601897996930161,0.057724691458173466,0.16372402148887194,0.5092903300076743,0.6091,0.36729999999999996,6.4,-11.531099999999999,0.04429,0.4957,0.000317664,0.12657000000000002,0.5885,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
3,2021-05-26 03:30:39.392666,JeD86nnJJDiRWFMe_9zAPF7,JeD86nnJJDiRWFMe,pop,otis redding,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_otisredding_pop_prompt6_dur25/level_0/item_3.wav,batch1,0.6503695318495776,0.6370024558710673,5.283960092095165,-6.618727551803528,0.08740974673829628,0.2601897996930161,0.057724691458173466,0.16372402148887194,0.5092903300076743,0.6091,0.36729999999999996,6.4,-11.531099999999999,0.04429,0.4957,0.000317664,0.12657000000000002,0.5885,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
4,2021-05-26 03:30:39.422240,JeD86nnJJDiRWFMe_fEhucH,JeD86nnJJDiRWFMe,pop,otis redding,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_otisredding_pop_prompt6_dur25/level_0/item_4.wav,batch1,0.6503695318495776,0.6370024558710673,5.283960092095165,-6.618727551803528,0.08740974673829628,0.2601897996930161,0.057724691458173466,0.16372402148887194,0.5092903300076743,0.6091,0.36729999999999996,6.4,-11.531099999999999,0.04429,0.4957,0.000317664,0.12657000000000002,0.5885,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
5,2021-05-26 03:30:39.450294,JeD86nnJJDiRWFMe_kMCrZ5,JeD86nnJJDiRWFMe,pop,otis redding,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_otisredding_pop_prompt6_dur25/level_0/item_5.wav,batch1,0.6503695318495776,0.6370024558710673,5.283960092095165,-6.618727551803528,0.08740974673829628,0.2601897996930161,0.057724691458173466,0.16372402148887194,0.5092903300076743,0.6091,0.36729999999999996,6.4,-11.531099999999999,0.04429,0.4957,0.000317664,0.12657000000000002,0.5885,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
6,2021-05-26 03:30:39.481650,RxCL2108mC0yuZ5e_Am0S3G,RxCL2108mC0yuZ5e,classical,justin bieber,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_justinbieber_classical_prompt6_dur25/level_0/item_0.wav,batch1,0.3170198799699926,0.08634153188297071,5.040510127531883,-25.367679669917482,0.0462598649662416,0.9420271282820687,0.8043582075393841,0.11618739684921243,0.1751964741185295,0.6607,0.5311000000000001,5.0,-6.9393,0.11999,0.29768999999999995,3.5899999999999997e-07,0.18042000000000002,0.46308999999999995,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
7,2021-05-26 03:30:39.509956,RxCL2108mC0yuZ5e_i7mB6G,RxCL2108mC0yuZ5e,classical,justin bieber,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_justinbieber_classical_prompt6_dur25/level_0/item_1.wav,batch1,0.3170198799699926,0.08634153188297071,5.040510127531883,-25.367679669917482,0.0462598649662416,0.9420271282820687,0.8043582075393841,0.11618739684921243,0.1751964741185295,0.6607,0.5311000000000001,5.0,-6.9393,0.11999,0.29768999999999995,3.5899999999999997e-07,0.18042000000000002,0.46308999999999995,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
8,2021-05-26 03:30:39.547507,RxCL2108mC0yuZ5e_L8FYio,RxCL2108mC0yuZ5e,classical,justin bieber,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_justinbieber_classical_prompt6_dur25/level_0/item_2.wav,batch1,0.3170198799699926,0.08634153188297071,5.040510127531883,-25.367679669917482,0.0462598649662416,0.9420271282820687,0.8043582075393841,0.11618739684921243,0.1751964741185295,0.6607,0.5311000000000001,5.0,-6.9393,0.11999,0.29768999999999995,3.5899999999999997e-07,0.18042000000000002,0.46308999999999995,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
9,2021-05-26 03:30:39.576276,RxCL2108mC0yuZ5e_SHklTr,RxCL2108mC0yuZ5e,classical,justin bieber,potentialist_samaple.wav,the potentialist,http://matlaberp2.media.mit.edu:8000/outputs/5/potentialist_samaple_justinbieber_classical_prompt6_dur25/level_0/item_3.wav,batch1,0.3170198799699926,0.08634153188297071,5.040510127531883,-25.367679669917482,0.0462598649662416,0.9420271282820687,0.8043582075393841,0.11618739684921243,0.1751964741185295,0.6607,0.5311000000000001,5.0,-6.9393,0.11999,0.29768999999999995,3.5899999999999997e-07,0.18042000000000002,0.46308999999999995,0.64,0.6943333333333334,5.333333333333333,-6.985666666666667,0.1481,0.0056823333333333335,2.0833333333333333e-05,0.17196666666666668,0.5726666666666667
